Spec,Price,product link
Silicone Desktop Keyboard Skin Cover For HP 15.6inch BF Laptop Black, 713,https://www.jumia.com.ng/generic-silicone-desktop-keyboard-skin-cover-for-hp-15.6inch-bf-laptop-black-90294944.html
"Hp Pavilion 15 X360 11th Gen Intel Core I7,16GB RAM, 512SSD,Touchscreen Backlit Keyboard Wins 10", 573000,https://www.jumia.com.ng/hp-pavilion-15-x360-11th-gen-intel-core-i716gb-ram-512ssdtouchscreen-backlit-keyboard-wins-10-106692146.html
"Lenovo ThinkPad X1 Carbon 9th Gen 14"" 512GB SSD Intel Core I7 11th Gen 16GB 2-in-1", 1138313,https://www.jumia.com.ng/lenovo-thinkpad-x1-carbon-9th-gen-14-512gb-ssd-intel-core-i7-11th-gen-16gb-2-in-1-112150387.html
"Hp Laptop 15-dw1278nia- INTEL CORE I5 10TH GEN-8GB RAM-1TB HDD,WIN 11+ Free Bag", 320000,https://www.jumia.com.ng/hp-laptop-15-dw1278nia-intel-core-i5-10th-gen-8gb-ram-1tb-hddwin-11-free-bag-111938263.html
"Hp HP15 Intel Core I3 2.4Ghz 1TB HDD 4GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10", 232000,https://www.jumia.com.ng/hp-hp15-intel-core-i3-2.4ghz-1tb-hdd-4gb-ram-32gb-flash-mouse-usb-light-for-keyboard-15-inch-dvdrw-win-10-29806274.html
"DELL Vostro 14"" Intel Core I3 10th Gen 8GB RAM 1TB HDD Win10", 256157,https://www.jumia.com.ng/dell-vostro-14-intel-core-i3-10th-gen-8gb-ram-1tb-hdd-win10-70821094.html
Laptop Stand Holder Table Desk For Macbook, 22000,https://www.jumia.com.ng/generic-laptop-stand-holder-table-desk-for-macbook-77183984.html
Hp 250 G7 Intel Celeron 8GB RAM 1TB HDD Windows 10 + Bag, 206000,https://www.jumia.com.ng/hp-250-g7-intel-celeron-8gb-ram-1tb-hdd-windows-10-bag-83820725.html
"Hp 15-dw1066nia 10th Gen Core I7 1TB HDD, 8GB RAM, 15.6"", Touchscreen, Win 11", 460000,https://www.jumia.com.ng/hp-15-dw1066nia-10th-gen-core-i7-1tb-hdd-8gb-ram-15.6-touchscreen-win-11-104667291.html
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10 + BAG, 103000,https://www.jumia.com.ng/hp-stream-11-intel-celeron-2gb-ram-32gb-hdd-win-10-bag-71140639.html
"Asus X543UA Intel Celeron 4GB RAM 1TB HDD Win 10 15.6"" + Free Mouse", 178000,https://www.jumia.com.ng/x543ua-intel-celeron-4gb-ram-1tb-hdd-win-10-15.6-free-mouse-asus-mpg1596014.html
"Hp 240 G7 CORE I3 7TH GEN 1TB 4GB 14"" NO DVD Win 10 + Earbud", 240000,https://www.jumia.com.ng/hp-240-g7-core-i3-7th-gen-1tb-4gb-14-no-dvd-win-10-earbud-77911897.html
"Hp Pavilion 15 11th Gen-Core-i5 512GB SSD/8GB Backlit Keys/Touchscreen,Nvidia Graphics Mx350 Wins 10", 520000,https://www.jumia.com.ng/hp-pavilion-15-11th-gen-core-i5-512gb-ssd8gb-backlit-keystouchscreennvidia-graphics-mx350-wins-10-90608834.html
"Hp 15 Intel Pentium Gold (4GB RAM,128 SSD) Windows 10", 198600,https://www.jumia.com.ng/hp-15-intel-pentium-gold-4gb-ram128-ssd-windows-10-69670123.html
"DELL Alienware X17 R1,17.3"" FHD 360Hz,Core I7-11800H,1TB SSD 16GB ,8GB NVIDIA RTX 3070,BACKLIT,WIN 11", 1700000,https://www.jumia.com.ng/dell-alienware-x17-r117.3-fhd-360hzcore-i7-11800h1tb-ssd-16gb-8gb-nvidia-rtx-3070backlitwin-11-109927851.html
Lenovo INTEL Core I3® Lenovo 12GB RAM DDR4-1TB HDD WINDOWS 10+Pouch, 239000,https://www.jumia.com.ng/lenovo-intel-core-i3r-lenovo-12gb-ram-ddr4-1tb-hdd-windows-10pouch-77912510.html
DELL Precision 3561 11th Gen Intel I5 256 SSD 8GB RAM Backlit Keyboard Wins 11 Pro, 370000,https://www.jumia.com.ng/dell-precision-3561-11th-gen-intel-i5-256-ssd-8gb-ram-backlit-keyboard-wins-11-pro-98646405.html
Hp Pavilion 15 Intel Core I3 - 8GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 258000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-8gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-106976008.html
Hp Notebook 15 10TH GEN INTEL CORE I5 - 16GB RAM -1TB HDD - Windows 10 PRO +Free Mouse, 340000,https://www.jumia.com.ng/hp-notebook-15-10th-gen-intel-core-i5-16gb-ram-1tb-hdd-windows-10-pro-free-mouse-109870300.html
"Hp Pavilion 15 Gaming 9th Gen Intel Core, 8GB, 256SSD - 3GB NVIDIA Graphics,Win10", 485000,https://www.jumia.com.ng/hp-pavilion-15-gaming-9th-gen-intel-core-8gb-256ssd-3gb-nvidia-graphicswin10-55143632.html
Hp Pavilion 15 - Intel Core I5 - Touchscreen - 8GB RAM 1TB HDD Windows 10 Professional + BAG, 350000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-touchscreen-8gb-ram-1tb-hdd-windows-10-professional-bag-70497949.html
Hp Stream 11 Intel Celeron Mini Laptop(32GB HDD/2GB Ram- 32GB Flash - USB LIght)Wins 10, 125000,https://www.jumia.com.ng/hp-stream-11-intel-celeron-mini-laptop32gb-hdd2gb-ram-32gb-flash-usb-lightwins-10-36889538.html
"DELL ALIENWARE M15 R5 GAMING,AMD RYZEN 9-5900HX,2TB SSD 32GB RAM,8GB NVIDIA RTX 3070,BACKLIT KEYBOARD", 1650000,https://www.jumia.com.ng/dell-alienware-m15-r5-gamingamd-ryzen-9-5900hx2tb-ssd-32gb-ram8gb-nvidia-rtx-3070backlit-keyboard-114669655.html
"Asus ExpertBook 15.6"" Business Laptop I7-1065G7 12 GB RAM /512 GB SSD Wins 10", 430000,https://www.jumia.com.ng/asus-expertbook-15.6-business-laptop-i7-1065g7-12-gb-ram-512-gb-ssd-wins-10-113382240.html
Infinix InBook X1 Pro Intel Core I7 16GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 10, 375500,https://www.jumia.com.ng/infinix-inbook-x1-pro-intel-core-i7-16gb-ram-512gb-ssd-backlit-keyboard-fp-reader-windows-10-106072723.html
Hp Stream 11-Intel Celeron 64gb Ssd/4gb On Board+ 32GB Flash Mouse, 119000,https://www.jumia.com.ng/hp-stream-11-intel-celeron-64gb-ssd4gb-on-board-32gb-flash-mouse-106686714.html
"Hp PavilionX360 15""Screen Convertibleintel Corei5 1tb Hdd/8gb Ram/touchscreen+32Flash Mouse", 450000,https://www.jumia.com.ng/hp-pavilionx360-15screen-convertibleintel-corei5-1tb-hdd8gb-ramtouchscreen32flash-mouse-75413489.html
DELL LATITUDE 7410 CORE I5 256GB 8GB WIN 10, 555000,https://www.jumia.com.ng/dell-latitude-7410-core-i5-256gb-8gb-win-10-107890708.html
Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse, 196000,https://www.jumia.com.ng/hp-15-intel-celeron-n4020-8gb-ram-1tb-hdd-windows-10-mouse-105654123.html
Infinix InBook X1 Pro Intel Core I7 16GB RAM 512GB SSD Backlit Keyboard FP Reader Windows 10, 376500,https://www.jumia.com.ng/infinix-inbook-x1-pro-intel-core-i7-16gb-ram-512gb-ssd-backlit-keyboard-fp-reader-windows-10-106168238.html
"Hp Pavilion 15-CS3096NR15.6"" I7 16GB 512GB SSD 32GB Optane 2GB NVIDIA ""Touch"" Laptop", 1150000,https://www.jumia.com.ng/hp-pavilion-15-cs3096nr15.6-i7-16gb-512gb-ssd-32gb-optane-2gb-nvidia-touch-laptop-75739329.html
"DELL XPS 7390 CONVERTIBLE 2-IN-1 Core I7-1065G7 512GB SSD 16GB 13"" TOUCHSCREEN WIN 10 Backlit FP Reader", 870000,https://www.jumia.com.ng/dell-xps-7390-convertible-2-in-1-core-i7-1065g7-512gb-ssd-16gb-13-touchscreen-win-10-backlit-fp-reader-110636028.html
"Hp Stream 14 Intel Celeron,4GB RAM 64GB EMMC,Win 10", 174500,https://www.jumia.com.ng/hp-stream-14-intel-celeron4gb-ram-64gb-emmcwin-10-70308078.html
Hp 18.5V-3.5A Small Mouth Laptop Charger With Power Cable, 4200,https://www.jumia.com.ng/18.5v-3.5a-small-mouth-laptop-charger-with-power-cable-hp-mpg1176736.html
Hp Pavilion 15 11th Gen Intel Core I5 12GB 512GBSSD Touchscreen/Backlit Keyboard, 448000,https://www.jumia.com.ng/hp-pavilion-15-11th-gen-intel-core-i5-12gb-512gbssd-touchscreenbacklit-keyboard-101878689.html
"Lenovo Ideapad Amd Dual Core 4GB RAM 1TB HDD 14.1"" Windows 10", 169950,https://www.jumia.com.ng/lenovo-ideapad-amd-dual-core-4gb-ram-1tb-hdd-14.1-windows-10-71348511.html
Hp Pavilion 15 Intel Core I3 - 8GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 258000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-8gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-107060742.html
Hp Pavilion 15 Intel Pentium Quad Core 8GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + 32GB Flash, 225000,https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-8gb-ram-fingerprint-reader-1tb-hdd-windows-10-32gb-flash-116243529.html
Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH, 119995,https://www.jumia.com.ng/hp-stream-11-intel-celeronr-4gb-ram-32gb-emmc-win-1032gb-flash-69713762.html?seller_product=1
Hp Stream 11 Intel Celeron 4GB RAM / 64GB HDD WIN 10+ USD LIGHT, 110000,https://www.jumia.com.ng/hp-stream-11-intel-celeron-4gb-ram-64gb-hdd-win-10-usd-light-80325977.html
"DELL Vostro 14 11th Gen Intel Core I3 8GB/512GB SSD 14.1"" Windows 10", 290500,https://www.jumia.com.ng/dell-vostro-14-11th-gen-intel-core-i3-8gb512gb-ssd-14.1-windows-10-107448879.html?seller_product=1
Hp Pavilion 15 Intel Pentium Quad Core 8GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + 32GB Flash, 225000,https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-8gb-ram-fingerprint-reader-1tb-hdd-windows-10-32gb-flash-70183320.html
Hp ENVY 13 X360 INTEL CORE I5 11TH GEN 8GB RAM 256GB SSD BACKLIT WIN 10, 470000,https://www.jumia.com.ng/hp-envy-13-x360-intel-core-i5-11th-gen-8gb-ram-256gb-ssd-backlit-win-10-87159186.html
Lenovo Ideapad Intel Celeron 1TB HDD 4GB RAM Windows 10+ 32GB Flash, 142999,https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-1tb-hdd-4gb-ram-windows-10-32gb-flash-70193009.html?seller_product=1
Hp Pavilion 15 - Intel Core I5 - Touchscreen - 8GB RAM 1TB HDD Windows 10 Professional + 32GB Flash, 350000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-touchscreen-8gb-ram-1tb-hdd-windows-10-professional-32gb-flash-69029606.html
Hp PROBOOK 440 G7 INTEL CORE I3 8GB RAM 1TB HDD FP READER WIN 10 PRO, 380000,https://www.jumia.com.ng/hp-probook-440-g7-intel-core-i3-8gb-ram-1tb-hdd-fp-reader-win-10-pro-99186706.html
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz -AMD Radeon Graphics 8GB RAM 1TB HDD Windows 10 +Mouse, 203000,https://www.jumia.com.ng/hp-15-inch-amd-ryzentm-3-2.6ghz-3.5ghz-amd-radeon-graphics-8gb-ram-1tb-hdd-windows-10-mouse-106726946.html
"DELL XPS 13 9300,10th Gen Core I7,256GB SSD/8GB RAM,13.4''BACKLIT", 666000,https://www.jumia.com.ng/xps-13-930010th-gen-core-i7256gb-ssd8gb-ram13.4backlit-dell-mpg1646960.html
Asus ROG Zephyrus S17 (2021) NVIDIA GeForce RTX3060(6GB) Core I7 16GB RAM 1TB SSD Windows 10, 1285000,https://www.jumia.com.ng/asus-rog-zephyrus-s17-2021-nvidia-geforce-rtx30606gb-core-i7-16gb-ram-1tb-ssd-windows-10-90608943.html
"Hp Envy 15 X360 11th Gen, Intel Core I7 (16GB RAM,1TB SSD) - FP Reader -Wins 11", 780000,https://www.jumia.com.ng/hp-envy-15-x360-11th-gen-intel-core-i7-16gb-ram1tb-ssd-fp-reader-wins-11-116219501.html
Tang Portable Adjustable Laptop Stand, 4999,https://www.jumia.com.ng/tang-portable-adjustable-laptop-stand-57177536.html
"Lenovo Ideapad 5-14IIL05:Core I5-1035G1,256SSD/8GB", 365000,https://www.jumia.com.ng/lenovo-ideapad-5-14iil05core-i5-1035g1256ssd8gb-88788090.html
Hp Pavilion 15 Intel Core I3 - 12GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 268000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-12gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-106901532.html
"Msi GF63 Thin Gaming Laptop 15.6"" I5-10Th Gen 8GB DDR4 256GB SSD GTX 1650 MaxQ Wins 10", 470000,https://www.jumia.com.ng/msi-gf63-thin-gaming-laptop-15.6-i5-10th-gen-8gb-ddr4-256gb-ssd-gtx-1650-maxq-wins-10-115852987.html
Silicone Replacement Watchband For Apple Watch 44/42mm, 5607,https://www.jumia.com.ng/generic-silicone-replacement-watchband-for-apple-watch-4442mm-95586441.html
"Itel Intel® Celeron™ N3350, 4GB RAM, 1TB HDD 14"" Wins 10 + Mouse", 148000,https://www.jumia.com.ng/itel-intelr-celerontm-n3350-4gb-ram-1tb-hdd-14-wins-10-mouse-96904762.html
Hp 15 Intel Pentium Gold Core (4GB RAM 500 HDD) 2.4ghz Wins 10, 210000,https://www.jumia.com.ng/hp-15-intel-pentium-gold-core-4gb-ram-500-hdd-2.4ghz-wins-10-111184644.html
"Hp Notebook 14, Intel® Pentium® Silver N5030 4GB RAM 128GB SSD WIN 10 + (Free Wireless Mouse)", 210000,https://www.jumia.com.ng/hp-notebook-14-intelr-pentiumr-silver-n5030-4gb-ram-128gb-ssd-win-10-free-wireless-mouse-83976371.html
DELL Vostro 3501(10th Gen Intel Core I3 8GB RAM 1TB HDD Win10 Pro, 270000,https://www.jumia.com.ng/dell-vostro-350110th-gen-intel-core-i3-8gb-ram-1tb-hdd-win10-pro-71427259.html
Hp Stream 11 Intel Celeron 4GB RAM / 64GB HDD WIN 10+ USD LIGHT, 121819,https://www.jumia.com.ng/hp-stream-11-intel-celeron-4gb-ram-64gb-hdd-win-10-usd-light-80325968.html
"Lenovo Ideapad 3 15ITL6 11TH GEN Core™️ I5- 256GB SSD 12GB RAM 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WIN10 S", 396200,https://www.jumia.com.ng/lenovo-ideapad-3-15itl6-11th-gen-coretm-i5-256gb-ssd-12gb-ram-15.6-touchscreen-backlit-keyboard-win10-s-106204603.html
Hp 15 10TH GEN INTEL CORE I5-8GB RAM-1TB HDD-WIN 10, 338000,https://www.jumia.com.ng/hp-15-10th-gen-intel-core-i5-8gb-ram-1tb-hdd-win-10-75686426.html
Lenovo Ideapad 15 - AMD QUAD CORE 1TB HDD 8GB RAM Win 10+32GB Flash, 170000,https://www.jumia.com.ng/lenovo-ideapad-15-amd-quad-core-1tb-hdd-8gb-ram-win-1032gb-flash-90086600.html
Hp Notebook 15 10TH GEN INTEL CORE I5 - 16GB RAM -1TB HDD - Windows 10 PRO +Free Mouse, 340000,https://www.jumia.com.ng/hp-notebook-15-10th-gen-intel-core-i5-16gb-ram-1tb-hdd-windows-10-pro-free-mouse-109870341.html
Hp Pavilion X360 Convertible 14-ci3-1125G4/4GB/512GB/WIN10, 356309,https://www.jumia.com.ng/hp-pavilion-x360-convertible-14-ci3-1125g44gb512gbwin10-99157889.html
Lenovo IDEAPAD 15 Inch - 10TH GEN- INTEL CORE I3 -4GB RAM- 1TB HDD- WINDOWS 10 PRO + Mouse, 220000,https://www.jumia.com.ng/lenovo-ideapad-15-inch-10th-gen-intel-core-i3-4gb-ram-1tb-hdd-windows-10-pro-mouse-105706759.html
A64 Practical 10.1 Inch WIFI Laptop Large Screen 2G+16G High Speed Laptop, 128420,https://www.jumia.com.ng/generic-a64-practical-10.1-inch-wifi-laptop-large-screen-2g16g-high-speed-laptop-85744948.html
Lenovo Ideapad 14 - AMD QUAD CORE 1TB HDD 4GB RAM Win 10+32GB Flash, 170000,https://www.jumia.com.ng/lenovo-ideapad-14-amd-quad-core-1tb-hdd-4gb-ram-win-1032gb-flash-90086571.html
Lenovo Ideapad Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + 32GB Flash, 142999,https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-1tb-hdd-4gb-ram-win-10-pro-32gb-flash-70345550.html
DELL Vostro 14 11th Gen Intel Core I3 1TB HDD 4GB RAM Windows 10, 255000,https://www.jumia.com.ng/dell-vostro-14-11th-gen-intel-core-i3-1tb-hdd-4gb-ram-windows-10-75697011.html
Hp Probook 11 X360 G5 EE Intel Celeron 4GB Ram 64GB EMMC Wins 10 Pro In S Mode, 164950,https://www.jumia.com.ng/hp-probook-11-x360-g5-ee-intel-celeron-4gb-ram-64gb-emmc-wins-10-pro-in-s-mode-98725473.html
Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD, 273000,https://www.jumia.com.ng/hp-notebook-15-intel-core-i3-laptop-15.6-inch-12gb-ram-1tb-hdd-66447220.html
"Hp Omen 16 Gaming 11th Gen Intel Core I7,16GB DDR4,512GB SSD,6GB NVIDIA RTX3060,16.1"",Windows 11", 1039000,https://www.jumia.com.ng/hp-omen-16-gaming-11th-gen-intel-core-i716gb-ddr4512gb-ssd6gb-nvidia-rtx306016.1windows-11-98740582.html
Hp EliteBook 840 G8 Core I5-1135G7 14inch FHD 8GB 512GB SSD W10P Backlit Keyboard FP Reader, 740000,https://www.jumia.com.ng/hp-elitebook-840-g8-core-i5-1135g7-14inch-fhd-8gb-512gb-ssd-w10p-backlit-keyboard-fp-reader-87161631.html
"Msi THIN GAMING Intel Core I7 512GB SSD,8GB RAM,6GB NVIDIA RTX 2060 Wins 10", 780000,https://www.jumia.com.ng/msi-thin-gaming-intel-core-i7-512gb-ssd8gb-ram6gb-nvidia-rtx-2060-wins-10-83736365.html
Hp Pavilion 15 Intel Core I3 - 8GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 259000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-8gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-104394653.html
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz -AMD Radeon Graphics 8GB RAM 1TB HDD Windows 10 +Mouse, 203000,https://www.jumia.com.ng/hp-15-inch-amd-ryzentm-3-2.6ghz-3.5ghz-amd-radeon-graphics-8gb-ram-1tb-hdd-windows-10-mouse-106732757.html
"Hp Omen 16 Gaming 11th Gen Intel Core I7,16GB DDR4,512GB SSD,6GB NVIDIA RTX3060,16.1"",Windows 11", 980000,https://www.jumia.com.ng/hp-omen-16-gaming-11th-gen-intel-core-i716gb-ddr4512gb-ssd6gb-nvidia-rtx306016.1windows-11-98740300.html
Lenovo INTEL® CELERON® Lenovo Ideapad 4GB RAM DDR4 - 1TB HDD WIN 10 +USB LIGHT & 32GB Flash, 142800,https://www.jumia.com.ng/lenovo-intelr-celeronr-lenovo-ideapad-4gb-ram-ddr4-1tb-hdd-win-10-usb-light-32gb-flash-115132693.html
"Hp Pavilion 15 X360 11th Gen Intel Core™ I5,16GB RAM 1TB SSD, Backlit Keyboard, Fingerprint Wins 10", 535000,https://www.jumia.com.ng/hp-pavilion-15-x360-11th-gen-intel-coretm-i516gb-ram-1tb-ssd-backlit-keyboard-fingerprint-wins-10-88789840.html
"DELL Vostro 3500, 11th Gen, Intel Core I3, 8GB RAM 1TB HDD 15.6"" - Win 10", 269000,https://www.jumia.com.ng/vostro-3500-11th-gen-intel-core-i3-8gb-ram-1tb-hdd-15.6-win-10-dell-mpg1582619.html
Asus X509FA Intel Core I3 4GB RAM 1TB HDD 15.6-inch HDD Windows 10 + 32GB Flash Drive, 259990,https://www.jumia.com.ng/asus-x509fa-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-hdd-windows-10-32gb-flash-drive-86279130.html
Hp Notebook 15 10TH GEN INTEL CORE I5 - 8GB RAM -1TB HDD - Windows 10 PRO +Free Mouse, 319000,https://www.jumia.com.ng/hp-notebook-15-10th-gen-intel-core-i5-8gb-ram-1tb-hdd-windows-10-pro-free-mouse-109863834.html
"Hp 14 10th Gen Intel Core I3 (8gb Ram, 1TB HDD) Wins 10 + LED Lamp", 278500,https://www.jumia.com.ng/hp-14-10th-gen-intel-core-i3-8gb-ram-1tb-hdd-wins-10-led-lamp-78854065.html
Infinix INBook X1 Pro Intel Core I3 256GB SSD 8GB RAM Bccklit Keyboard Windows 10, 195600,https://www.jumia.com.ng/infinix-inbook-x1-pro-intel-core-i3-256gb-ssd-8gb-ram-bccklit-keyboard-windows-10-106077961.html
"Hp Notebook 15 Intel Core I3 (12GB RAM, 1TB HDD)-Win 10 + MOUSE", 262000,https://www.jumia.com.ng/hp-notebook-15-intel-core-i3-12gb-ram-1tb-hdd-win-10-mouse-71820645.html
Hp Pavilion 15 Intel Core I3 - 12GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 269000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-12gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-104253374.html?seller_product=1
Hp Pavilion 15 Intel Core I3 - 12GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10, 269000,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i3-12gb-ram-touchscreen-10th-gen-1tb-hdd-windows-10-104248031.html
Hp Pavilion 15 Intel Pentium Quad Core 4GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + 32GB Flash, 215000,https://www.jumia.com.ng/hp-pavilion-15-intel-pentium-quad-core-4gb-ram-fingerprint-reader-1tb-hdd-windows-10-32gb-flash-116243527.html
Lenovo Ideapad Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + 32GB Flash, 142999,https://www.jumia.com.ng/lenovo-ideapad-intel-celeron-1tb-hdd-4gb-ram-win-10-pro-32gb-flash-70192900.html?seller_product=1
"Hp Notebook 15 Intel Core I3 12GB RAM, 1TB HDD-WIN 10+ 32 FLASH", 261890,https://www.jumia.com.ng/hp-notebook-15-intel-core-i3-12gb-ram-1tb-hdd-win-10-32-flash-78449592.html
DELL Latitude 3310 Core I3 256GB SSD 8GB RAM WINS 10 Pro, 275000,https://www.jumia.com.ng/dell-latitude-3310-core-i3-256gb-ssd-8gb-ram-wins-10-pro-95324105.html?seller_product=1
Hp 15 Inch AMD RYZEN™ 3- 2.6GHz - 3.5GHz - 8GB RAM 1TB HDD Windows 10 +Mouse, 202000,https://www.jumia.com.ng/hp-15-inch-amd-ryzentm-3-2.6ghz-3.5ghz-8gb-ram-1tb-hdd-windows-10-mouse-106708579.html
"Hp Pavilion14 X360 11th Gen Core I5,16gb Ram,512 SSD,Touchscreen Win 10", 470000,https://www.jumia.com.ng/hp-pavilion14-x360-11th-gen-core-i516gb-ram512-ssdtouchscreen-win-10-76408239.html
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED", 298000,https://www.jumia.com.ng/hp-15-intel-pentium-quad-core-500gb-hdd4gb-ram-bag32gb-flash-usb-light-for-keyboard-windows-10-laptop-red-36512352.html
Hp 14 AMD 3050U 4GB RAM 1TB HDD Windows 10 + Free Led Lamp, 197500,https://www.jumia.com.ng/hp-14-amd-3050u-4gb-ram-1tb-hdd-windows-10-free-led-lamp-78517768.html
"Lenovo IdeaPad Gaming 3 15.6"" AMD Ryzen 5 5600H NVIDIA GeForce GTX 1650 8GB RAM 512GB Win 10H", 650000,https://www.jumia.com.ng/lenovo-ideapad-gaming-3-15.6-amd-ryzen-5-5600h-nvidia-geforce-gtx-1650-8gb-ram-512gb-win-10h-105361491.html
"Hp Pavilion 14 Dv0079nia - 11th Gen Core I5 Upto 4.2ghz, 16GB 1TB SSD Backlit Keyboard, 14"" FHD Touchdisplay Win10", 520150,https://www.jumia.com.ng/hp-pavilion-14-dv0079nia-11th-gen-core-i5-upto-4.2ghz-16gb-1tb-ssd-backlit-keyboard-14-fhd-touchdisplay-win10-84548147.html
Hp Notebook 15 Intel Pentium Quad Core 4GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + 32GB Flash, 215000,https://www.jumia.com.ng/hp-notebook-15-intel-pentium-quad-core-4gb-ram-fingerprint-reader-1tb-hdd-windows-10-32gb-flash-116243227.html
"Lenovo Ideapad Flex 5,14"" FHD TOUCHSCREEN,CORE I5-1035G1,512GB SSD/16GB RAM,BACKLIT,FINGERPRINT,Win 10", 470000,https://www.jumia.com.ng/lenovo-ideapad-flex-514-fhd-touchscreencore-i5-1035g1512gb-ssd16gb-rambacklitfingerprintwin-10-87314439.html
Hp 14 AMD ATHLON SILVER 8GB RAM 1TB HDD Windows 10 + Free Mouse, 210600,https://www.jumia.com.ng/hp-14-amd-athlon-silver-8gb-ram-1tb-hdd-windows-10-free-mouse-78449671.html
"Hp 15 Intel Core I7- Touchscreen 16GB RAM-1TB HDD, 4GB NVIDIA Graphics WIN 10", 580000,https://www.jumia.com.ng/hp-15-intel-core-i7-touchscreen-16gb-ram-1tb-hdd-4gb-nvidia-graphics-win-10-95452199.html
"Lenovo IdeaPad 3 (128GB SSD, Intel Pentium Gold, 4GB) WIns 10 In S Mode 14""", 188900,https://www.jumia.com.ng/lenovo-ideapad-3-128gb-ssd-intel-pentium-gold-4gb-wins-10-in-s-mode-14-70610485.html
Cold Folded Cooler Laptop Stand 360 Degree Rotating Base, 7230,https://www.jumia.com.ng/generic-cold-folded-cooler-laptop-stand-360-degree-rotating-base-101095434.html
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10", 262000,https://www.jumia.com.ng/hp-notebook-15-intel-core-i3-16gb-ram-1tb-hdd-windows-10-77209090.html
"DELL Inspiron 15 3511,Core I7-1165G7,2.8GHz,1TB SSD/16GB RAM,15.6"" FHD TouchScreen,Windows 11", 560000,https://www.jumia.com.ng/dell-inspiron-15-3511core-i7-1165g72.8ghz1tb-ssd16gb-ram15.6-fhd-touchscreenwindows-11-117032659.html
Laptop Soft Silicone Keyboard Skin Cover For HP 15.6 Inch Clear Pink, 969,https://www.jumia.com.ng/generic-laptop-soft-silicone-keyboard-skin-cover-for-hp-15.6-inch-clear-pink-90294504.html
Hp 250 G7 Intel Celeron 4GB RAM 1TB HDD Windows 10 + Bag, 196000,https://www.jumia.com.ng/hp-250-g7-intel-celeron-4gb-ram-1tb-hdd-windows-10-bag-83844220.html
Asus E210M Intel Celeron 128GB EMMC 4GB RAM 11.6'-Inch Windows 10 Pink Plus FREE 16GB Flash Drive, 159990,https://www.jumia.com.ng/asus-e210m-intel-celeron-128gb-emmc-4gb-ram-11.6-inch-windows-10-pink-plus-free-16gb-flash-drive-70481253.html
"Hp Pavilion 15 X360 11th Gen Intel Core™ I5,16GB RAM 512GB SSD, Backlit Keyboard, Wins 10", 485000,https://www.jumia.com.ng/hp-pavilion-15-x360-11th-gen-intel-coretm-i516gb-ram-512gb-ssd-backlit-keyboard-wins-10-92419633.html
